state,zip_code,zip_first_two_digits,school_type,school_level,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,state_population,zip_first_two_digits_population,average_act
20,63336,63,1,2,0.2591704295981169,-0.5600611237061294,0.4701529663284953,-0.31451073940303553,-0.28241059238759103,-0.8915691154626094,-0.8443850544198338,20.7
39,11694,11,1,2,-0.3997462753929709,-0.09603599967974694,-1.6671957872290297,0.09845203686527122,2.4011167928271773,0.9634030226392952,1.3454241599633348,19.2
32,40220,40,1,2,-1.0585753155271593,0.62329964590204,-0.5466392479509474,-0.7862607624035295,0.7720218706630279,-1.1104486276321293,-1.0607427059928631,21.8
43,01420,01,1,2,1.1190823751482526,-1.42301240921019,-1.509579349186641,-1.5061037532646295,-0.22183904885394595,-0.7796761665821531,-0.5626699307327458,20.3
12,76250,76,1,2,-0.27414041872049316,-0.792715529694793,1.195768535151308,-0.697063457905151,-1.6835601904855533,2.1762978578422096,-0.08464830267922527,20.0
37,44667,44,1,2,1.3610751908258873,-0.9891321226977787,0.6622994585683696,-0.8705210998157187,-0.3324762180222678,-0.14136509188157922,-0.15989731026408338,22.9
22,70633,70,1,2,-0.47124611645508324,-1.5321906066877173,0.722898709422799,-0.4469791083627205,-0.4240285327865305,-1.0912773137627452,-0.6336909926524972,
39,10458,10,1,3,1.880049340550557,-1.251601897230208,-1.290224398716954,-1.28331792761054,1.9609191590228991,0.9634030226392952,0.10343687708886674,22.3
26,30252,30,1,2,-0.48009114517769147,0.8657603432792101,0.6877244272129823,1.031165432089711,-0.8968002501103336,-0.28329507984355945,1.4638865827582082,
38,15227,15,1,2,-0.38062680722301706,0.49010468715540206,0.49141180676443896,0.267636505583591,-0.07133048591769185,0.01774422457800519,-0.9495642982840705,19.3
12,77066,77,1,2,-0.2730346169261873,0.30014884706459055,0.4370015370871656,0.24614617826723748,0.7808305263070939,2.1762978578422096,1.5195746397353225,19.6
26,31023,31,1,2,-0.4063934275783538,-0.5815540110407867,-0.19319863513069074,-0.4571849394820698,0.7383113961538552,-0.28329507984355945,-1.0499248712849734,
28,27520,27,1,2,-0.9666547461598579,0.9130003800383554,-0.10536738738463533,-0.04691882590790006,-0.6838146914890751,-0.32056694067077024,0.02875848898236091,19.1
33,60620,60,1,2,4.441367499276298,-0.26547506469693977,-2.062587062228656,-1.321029718210087,2.128186385905412,-0.009887011950400744,1.7411233966969861,21.2
34,53406,53,1,2,0.4094110797111311,1.2755672150383945,0.9844611388273875,0.015643748596078904,0.3573974474082602,-0.925829269877872,-0.5327765549398044,20.3
37,45638,45,1,2,0.44283797288571797,-1.5974783021722814,0.3213805458825085,-0.561525042185987,0.21932808327062084,-0.14136509188157922,-0.4506681459243173,22.2
36,48197,48,1,2,-0.28448464641062454,0.7873038314104028,-1.791571003307918,-0.9725379238908408,0.4822540861919954,-0.37106353721446556,0.7801494521444513,
12,78362,78,1,2,-0.9410120737177325,0.1564956466064617,-0.06876502327597722,0.025351734294972193,-0.5161177746559268,2.1762978578422096,1.2074376470471546,21.1
46,08618,08,1,2,1.354775489570181,-1.4885580052259089,-1.3487930060991908,-1.2134121331548342,0.9988649351361231,-0.4771283503154795,-0.23256704121357064,18.8
33,60142,60,1,2,-0.7046849220303546,1.4122375710780657,1.1995078935309065,2.077802454361847,-1.4263965180158156,-0.009887011950400744,1.7411233966969861,18.0
43,01226,01,1,2,0.12323147945606461,0.5909069272329494,0.6801497745464993,-0.19179184326061527,-0.8871428544367141,-0.7796761665821531,-0.5626699307327458,
12,76016,76,1,2,-0.5933625150462343,1.4005285395822389,0.752192085504412,1.8857170963025482,-0.9245172961594842,2.1762978578422096,-0.08464830267922527,22.5
33,60409,60,1,2,2.049800451152506,-0.0025764458233752162,-1.6960780595744118,-0.5869566457476176,1.5308451896921567,-0.009887011950400744,1.7411233966969861,18.8
33,60632,60,1,2,0.5506113872332098,-2.1413196083831996,-0.3012093658560138,-0.5712330278848803,2.175824924923717,-0.009887011950400744,1.7411233966969861,
25,32708,32,1,2,-0.6237209338381193,1.2371836841037662,0.8190354714818914,1.4930415209178263,-0.1987992038055621,1.1603159277530588,1.0257542242287312,22.9
1,98108,98,2,2,-0.4661850072398768,0.24710106864651576,0.5611515685243119,0.511539274488692,-1.2396434004284653,-0.6828615566229926,0.8422531485921002,20.0
38,18964,18,1,2,-0.9845104731872202,0.5285183092438837,1.382858092286668,1.4978125395305302,-1.2196336144574254,0.01774422457800519,-1.080622954580524,
43,02368,02,1,2,1.7264435271879406,0.5421742501333116,1.209530297286587,0.20860033614117582,0.1589118092111176,-0.7796761665821531,-0.06888924795828827,19.5
34,53220,53,1,2,-0.1364159646735459,-0.23065416191570723,0.1933739057388429,-0.29368420598062345,1.3673750118246393,-0.925829269877872,-0.5327765549398044,
28,27278,27,1,2,-0.5159123135451604,1.084577621495987,0.6734481353879017,0.07148540992390098,-0.5166017198914613,-0.32056694067077024,0.02875848898236091,20.1
22,70806,70,1,2,-1.0530682853522484,1.1047236789735215,-1.4796684807263114,-0.109232477701651,1.2698141210670257,-1.0912773137627452,-0.6336909926524972,20.5
25,33065,33,1,2,1.7176386529303835,-0.45881364527626306,-0.3797659216054229,-0.2640209163451162,0.2659885841505428,1.1603159277530588,2.462080044459979,21.0
46,08825,08,1,2,0.19155629185954895,1.2007894963176537,1.5506258550449876,2.618130684030164,-1.5475959811364526,-0.4771283503154795,-0.23256704121357064,19.2
25,33040,33,1,2,-0.040619541737451956,0.47957997417575454,-1.115515580303507,0.28746734816509095,-0.5782356130600855,1.1603159277530588,2.462080044459979,
22,70037,70,1,2,-0.9789802815347216,-0.4922300104615504,0.3163662140788947,0.6919667522856446,-0.26341043670887604,-1.0912773137627452,-0.6336909926524972,14.9
28,28450,28,1,2,-1.1265244115248878,1.0538055828062163,0.1553032336694266,-0.32143908817104916,0.21598996394511719,-0.32056694067077024,0.39403154834638787,15.7
20,63664,63,1,2,0.7584272111247001,-1.0914629481636455,-0.4577245489550904,-0.962041682942892,0.20720351578579754,-0.8915691154626094,-0.8443850544198338,17.7
38,18104,18,1,2,-1.0212521796204022,0.4918951869414486,0.6640297302075581,0.6068351853876573,-1.1351444825859993,0.01774422457800519,-1.080622954580524,18.7
12,76116,76,1,2,0.3378938815985887,0.4083900720146905,0.9645743643880574,-0.42627703629542235,0.09926007545982733,2.1762978578422096,-0.08464830267922527,27.5
35,46544,46,1,2,-0.21062062476271998,0.10928629014266132,0.06963825504890497,-0.2825241711387333,0.08020183675128473,-0.8071837763907889,-0.01775896619375121,14.8
26,31029,31,1,2,2.193648016217216,-1.392648928697866,-1.3112316449108536,-0.9189365669550711,0.12381077369849543,-0.28329507984355945,-1.0499248712849734,
39,10009,10,1,3,-0.9562420257851857,1.9413587599675544,0.3510114761117808,0.8250159409025283,0.8900143874570527,0.9634030226392952,0.10343687708886674,17.1
12,79855,79,1,3,0.1529032926910775,-1.6893971912509411,0.9058611256958848,-0.6978517131542064,0.9905818863140436,2.1762978578422096,-0.954337013216262,15.9
26,30117,30,1,2,2.4911640948912264,-1.5448024841675796,0.5517673164326886,-0.7799132332927146,0.8446483827265858,-0.28329507984355945,1.4638865827582082,14.4
33,60626,60,1,3,0.1558153721802702,0.5507707178767867,-1.468979611817067,-1.1148802270229043,1.9098619155599943,-0.009887011950400744,1.7411233966969861,16.1
46,07760,07,1,2,-0.48841257811968203,2.070712368679026,0.9953711533047228,3.3420394124916557,-1.740882588196597,-0.4771283503154795,0.21887673999589094,15.3
46,07727,07,1,2,-0.3866712847912124,0.2688075506382214,-0.9786284760942366,0.3977815959144809,-1.519543371617824,-0.4771283503154795,0.21887673999589094,15.7
36,48612,48,1,2,0.42184655096340173,-0.400365833754332,0.1905157871153003,-0.6290660708945266,0.1267426491988472,-0.37106353721446556,0.7801494521444513,
1,99205,99,1,2,-1.0443398293059845,0.6814934341201807,0.5196689585810669,-0.5587039181367359,-0.26286570479388405,-0.6828615566229926,-1.231872540707466,14.4
46,07060,07,1,2,-0.11180829868795024,-1.0786956779691221,-0.2920193014806926,0.7997087986960115,0.45867658395923,-0.4771283503154795,0.21887673999589094,
33,61546,61,1,2,-0.034951478897320996,-0.3224211955087943,0.22331769484996392,-0.1957746066242638,-0.3292689713267049,-0.009887011950400744,-1.1795249054752697,15.4
37,45669,45,1,2,-0.5116857851729744,-0.1188049850351745,-0.8698078192733152,0.17184274926416962,0.5697959366939443,-0.14136509188157922,-0.4506681459243173,15.2
25,33404,33,1,2,0.17938241547493153,-0.6772653620540627,-1.501118799889156,-0.8941272701690104,1.5504712134497516,1.1603159277530588,2.462080044459979,16.8
35,46135,46,1,2,-0.3065186963512929,-0.27679111015696783,-0.38149962450759056,-0.43191928439392446,-0.44300543895253613,-0.8071837763907889,-0.01775896619375121,15.9
31,37042,37,1,2,1.080616545096031,0.28301787219198765,-1.0569892734754782,0.06999187366253277,0.2495450175817101,-0.7889960260693394,0.06905753222575822,18.7
36,48005,48,1,2,-0.31343529031656164,0.5168797299935118,1.0163018412775768,0.9435446380894433,-1.2291267393757637,-0.37106353721446556,0.7801494521444513,19.5
32,42717,42,1,2,0.27619164406168106,-1.1348930369854557,-0.7322156342115875,-1.0243138476182716,0.7729916746197679,-1.1104486276321293,-1.5104865964576697,20.6
32,40330,40,1,2,1.3351224612650923,-0.6378903266260406,-1.1273418114952911,-0.8219811713212521,-0.24591002013820984,-1.1104486276321293,-1.0607427059928631,18.5
33,60084,60,1,2,-0.00450072882948647,-0.3071344813651421,-0.6143551401875382,-0.05824480922327556,-0.81216350451065,-0.009887011950400744,1.7411233966969861,24.4
46,07465,07,1,2,-0.29205256358158393,0.28247884790781663,0.7058294905713869,1.5582592709975709,-1.4049732492796454,-0.4771283503154795,0.21887673999589094,
37,44854,44,1,2,-0.6967353476329231,-0.7595848363606461,-0.21204275975817952,-0.30310178185091735,-1.7591664564320157,-0.14136509188157922,-0.15989731026408338,
12,75043,75,1,2,1.487652074095379,-0.21233407913595798,-0.83926656199926,0.019958408906698144,0.9779093529193486,2.1762978578422096,0.7438064486402346,14.7
22,71253,71,1,3,-0.16432613247717603,-1.7731717202708204,-0.6172032351385275,-0.8441767796499184,0.9340630514373879,-1.0912773137627452,-1.3381786622999252,17.0
26,30506,30,1,2,0.3485039439316044,0.6000586986607669,1.1609635319315388,0.9045052597020135,-0.7776559196347368,-0.28329507984355945,1.4638865827582082,27.1
39,11221,11,1,2,0.875936410498434,-0.9603769215458602,-2.1329154973282174,-0.33940301042583887,1.5062869629402011,0.9634030226392952,1.3454241599633348,17.9
39,10023,10,1,2,-0.719969186617682,2.2479708638677725,0.8896821691653092,4.420704490146465,1.5627838535906828,0.9634030226392952,0.10343687708886674,15.0
37,44647,44,1,2,-0.9253231177563191,-0.26030717483448257,1.1434719874898631,0.1643335808389573,-1.1225095549104265,-0.14136509188157922,-0.15989731026408338,14.8
43,01970,01,1,3,0.8993200640723753,-0.09420340668082161,-2.4778830854509755,-0.4341181016676054,-0.20545769123221203,-0.7796761665821531,-0.5626699307327458,
43,02171,02,1,2,-0.7664480926884109,0.06081707548364864,0.9521701109338633,0.5497903976270664,0.0401985999870586,-0.7796761665821531,-0.06888924795828827,15.7
20,64012,64,1,2,-0.16537028391015918,-0.058384267235862194,0.49976293585601284,0.0012477185212243281,-0.09915195795913367,-0.8915691154626094,-1.242074278713477,16.4
38,18202,18,1,2,0.5364936657537008,-0.6716423692043328,-1.8010274638753663,-1.0639755327812717,0.686296644127254,0.01774422457800519,-1.080622954580524,
33,61801,61,1,2,-1.24954267789591,2.293810063704534,1.3226968550130622,0.24195597931173227,0.8674606510474673,-0.009887011950400744,-1.1795249054752697,14.5
37,45832,45,1,2,-0.5883203084414159,-0.13528814133265085,0.8133756599262524,0.2544021148231339,1.2614068338609972,-0.14136509188157922,-0.4506681459243173,16.8
26,30215,30,1,2,0.05949581952702231,1.2683420082661176,0.3670426551375335,1.6491990344675456,-1.3642703669465588,-0.28329507984355945,1.4638865827582082,15.8
20,65355,65,1,2,-0.4218188944691045,-1.4365288455640293,-0.27052723217313784,-0.8344273068326539,0.64408180612986,-0.8915691154626094,-1.3636301101233776,19.2
12,78214,78,1,2,1.6267753385044845,-1.930846603493479,-0.9522155633412945,-1.1820063845477307,1.7878534733159765,2.1762978578422096,1.2074376470471546,14.6
28,28694,28,1,2,0.29270217478368304,-0.22779281729861597,-0.4667706785236179,-0.7964251064045075,-0.006070598053958208,-0.32056694067077024,0.39403154834638787,19.7
36,49946,49,1,3,-0.1042207184685265,-1.8355667263522417,-0.38802857748651703,-0.4331224108266933,-0.3683084910292558,-0.37106353721446556,-0.6000775799750964,22.4
38,17022,17,1,2,-1.0019560644717955,0.06971380146196254,-1.0565656129623457,-0.11611933935129323,-1.0287909467366478,0.01774422457800519,-0.8674142417059856,16.9
32,42210,42,1,2,-0.31940353428750423,-0.8732007615234624,1.022377200127678,-0.19751706559586005,0.05772226440514259,-1.1104486276321293,-1.5104865964576697,15.7
33,60616,60,1,2,1.4251829264123779,0.476947407446283,0.7582690240985768,0.9824595551217591,2.231671678011391,-0.009887011950400744,1.7411233966969861,17.8
38,19120,19,1,4,2.13578402487285,-1.7250158811206384,-2.133971377552977,-1.2030403535619993,0.4520815332926344,0.01774422457800519,0.14503321797180654,17.4
32,40118,40,1,2,0.026691485089387974,-1.6724737526916533,-0.895357709542886,-0.36334107772610136,0.9234261613722912,-1.1104486276321293,-1.0607427059928631,23.2
12,76234,76,1,2,-0.29878959407047834,-0.004947503996812276,0.600898054835222,-0.1909621008931885,-0.6718085323149983,2.1762978578422096,-0.08464830267922527,17.2
33,62550,62,1,2,-0.3829815185557112,-0.022414857695714007,0.5523642994705042,0.10994396865413207,-0.9295098650955496,-0.009887011950400744,-1.2326537915368878,14.7
33,60623,60,1,2,1.7280725894962587,-1.8867823591798007,-0.8143834786028513,-0.9983843986361849,2.369301501015545,-0.009887011950400744,1.7411233966969861,16.0
32,41014,41,1,2,0.5481711102182776,0.47136809935706664,-0.9112407197025455,-0.7158571225273674,1.1327072035644599,-1.1104486276321293,-1.6466458824033205,20.0
38,16668,16,1,2,-0.6907857757533853,-0.7757051864544212,0.5226331675454446,-0.2711981878233578,-0.6315672786269563,0.01774422457800519,-1.4263053834646109,29.6
12,79015,79,1,2,-1.4343566197163866,1.1825311844765656,-0.28139024887016223,-0.5276300664766032,-1.0790018538201656,2.1762978578422096,-0.954337013216262,17.9
12,79915,79,1,2,-0.5748726116746204,0.04525020654315234,0.25750313687439,-0.7492542528162952,0.3128767302818952,2.1762978578422096,-0.954337013216262,17.7
12,75980,75,1,3,0.7453326103559722,-1.198695134100005,-0.7847105482644318,-0.5029452310456566,0.26330115763585693,2.1762978578422096,0.7438064486402346,15.0
22,71202,71,1,2,1.2401738848772235,-0.6736243750835681,-2.359976425481813,-1.0805703801298072,1.8155883740749394,-1.0912773137627452,-1.3381786622999252,17.8
34,53597,53,1,2,-1.2907134921128294,1.6536230020716924,1.0000417832955175,1.6153040587581617,-1.4777395215375733,-0.925829269877872,-0.5327765549398044,17.5
12,75038,75,1,2,-1.0499857160661865,1.950159048722676,1.083018049274165,0.8556334342605764,1.0174387617882676,2.1762978578422096,0.7438064486402346,
33,60073,60,1,2,0.7265761127040761,-1.6999270265284396,-0.5385408281182001,-0.05874265464373163,0.8675077493835945,-0.009887011950400744,1.7411233966969861,29.4
22,71103,71,1,2,1.5454338070263267,-1.091548432850633,-1.379540778611741,-1.334471544562401,1.8901284987413065,-1.0912773137627452,-1.3381786622999252,14.9
12,75460,75,1,2,-0.5555773145482674,0.17167553589601917,-1.066563321427936,-0.6758220532990254,0.6338366661443331,2.1762978578422096,0.7438064486402346,19.2
39,11358,11,1,3,-0.6564736711729613,0.7963170300115385,1.109061360938039,0.35488391551851656,-0.2749092322235266,0.9634030226392952,1.3454241599633348,15.4
20,65725,65,1,2,0.1062927870428007,-0.04861852155105514,0.7938594768295795,-0.4798369061128208,0.2660576360818221,-0.8915691154626094,-1.3636301101233776,17.8
36,48875,48,1,2,-0.48345643055864324,0.7572716891795265,0.6041651075646496,0.5317849882539054,-0.742122617323942,-0.37106353721446556,0.7801494521444513,15.2
37,44003,44,1,2,0.04570582553303452,-1.3637506997753672,-0.23457290848473533,-0.7529466063513444,0.35517156218708124,-0.14136509188157922,-0.15989731026408338,16.6
35,46979,46,1,2,-0.4950956118618756,0.5805340047995998,0.5619895083721822,0.6796450781293569,-1.0287445774354305,-0.8071837763907889,-0.01775896619375121,14.9
33,60655,60,1,2,-0.07332265447612009,0.8662823703115455,0.8990875961721821,1.2674345712144857,-0.09886687904818198,-0.009887011950400744,1.7411233966969861,16.6
33,61727,61,1,2,-0.17934943622717145,-0.37542276795899815,0.5151053147848332,-0.34230710871183256,-0.23542564971769298,-0.009887011950400744,-1.1795249054752697,
28,28320,28,1,2,1.0719939642147094,-0.3382658234679324,-0.46029559622299393,-1.1177843253088982,0.3776581284902348,-0.32056694067077024,0.39403154834638787,18.5
22,71465,71,1,2,-0.29675582863156574,-1.3855244174751795,0.25623815989402926,-0.631430836641693,-0.04811591350770415,-1.0912773137627452,-1.3381786622999252,20.4
43,01721,01,1,2,-0.7234845674727661,1.611233980300349,1.2633172297078827,2.5595508728898335,-1.3099853276484574,-0.7796761665821531,-0.5626699307327458,
43,02739,02,1,2,-0.6896937657248626,0.9858902106592575,0.9864345046699431,1.0825264846334284,-1.3108109423467613,-0.7796761665821531,-0.06888924795828827,17.0
34,54466,54,1,2,-0.9132149089615469,-0.5467968378826497,0.8128037047710026,-0.17880637521038623,-0.9566245351150565,-0.925829269877872,-0.960216500156801,16.9
22,70342,70,1,2,-0.4429901715915685,-1.1273284977122169,0.4545018370235675,-0.34537715547131165,-0.3075690271593367,-1.0912773137627452,-0.6336909926524972,16.8
36,49097,49,1,2,-0.049544972838083505,0.5202126399515778,0.5821069170858234,0.20457608565915597,-0.7964592396673332,-0.37106353721446556,-0.6000775799750964,14.7
33,60423,60,1,4,-0.8202578296306213,0.6525157571115031,1.4830503458032782,1.1176660738939523,-1.5756892403489906,-0.009887011950400744,1.7411233966969861,22.9
39,10301,10,1,3,-0.9499119581408009,0.7088645466917796,1.3131708121400447,1.905630913120791,-0.2179273502603484,0.9634030226392952,0.10343687708886674,16.5
37,45068,45,1,2,-0.7671953884964938,-0.1045436477956449,0.7588375720345335,0.5849714740059617,-0.9577562619201037,-0.14136509188157922,-0.4506681459243173,16.6
38,16611,16,1,2,-0.7222796852322695,-1.5717337987246407,0.7335561404823154,-0.3829644847157446,-0.2887215148835091,0.01774422457800519,-1.4263053834646109,
35,46001,46,1,2,0.1688457679008693,-0.35413418633297983,0.21738612571630797,-0.6831652732507525,-0.0336477513734972,-0.8071837763907889,-0.01775896619375121,18.1
12,77964,77,1,2,-0.9397995747778175,-0.9448714160387593,-0.3137667142550252,-0.6539583419173299,-0.9715817999343256,2.1762978578422096,1.5195746397353225,
37,43931,43,1,2,-0.5005604695147189,-0.24846835019093322,-0.8069572587744103,-0.5834717278044252,1.4436902879376923,-0.14136509188157922,-0.5113395491846926,14.6
43,01843,01,1,4,-0.053203801487593204,-0.9092862796382113,-1.3472052161737276,-0.39470533921483353,1.9576618199861637,-0.7796761665821531,-0.5626699307327458,18.8
20,63026,63,1,2,-0.04080913125409895,1.1857942375516544,1.1311493685425509,0.9691421901245594,-1.2121178034667122,-0.8915691154626094,-0.8443850544198338,15.0
20,65738,65,1,2,-0.2895194747109847,0.5501112517961544,0.4566517905583919,0.17848068820358384,-0.5298262923611163,-0.8915691154626094,-1.3636301101233776,14.0
31,37813,37,1,2,1.9134579989561642,-1.970520589955376,-0.8756698134389767,-1.2009245105250612,0.0143109020611132,-0.7889960260693394,0.06905753222575822,14.4
37,43206,43,1,2,2.509599826373882,-1.6042032868088187,-1.4890192257751262,-0.7129530242413737,1.6243290577445713,-0.14136509188157922,-0.5113395491846926,14.8
25,33527,33,1,2,0.5375133316773948,0.6475581348551159,0.6814344223098332,0.8309485988296297,-0.029620423371871908,1.1603159277530588,2.462080044459979,15.4
33,62918,62,1,2,-0.6908574389115074,0.9809490569960388,-0.1241921969500041,-0.39300436736160865,-0.31814062425134954,-0.009887011950400744,-1.2326537915368878,18.5
31,37917,37,1,2,-0.3370826017313453,-0.38328438931283726,0.1651598173082822,-1.35923935423009,1.2072279159411945,-0.7889960260693394,0.06905753222575822,
12,75241,75,1,2,0.017137058418720635,-0.5001111314591326,-1.8120433447597182,-0.727432028552971,1.4686395128208067,2.1762978578422096,0.7438064486402346,18.0
25,32084,32,1,2,-0.15293343910223298,-0.5111003389285905,-0.5962661482902013,-0.41897530346206674,-0.28133949021783594,1.1603159277530588,1.0257542242287312,16.2
12,76036,76,1,2,-0.775878188984173,0.2475689712242256,0.1475105684199144,0.6930454173632994,0.20054185141448486,2.1762978578422096,-0.08464830267922527,
12,76249,76,1,2,-0.6525070284968815,0.44245699298304947,0.722541831313212,0.2447771033609833,-0.8232797530983822,2.1762978578422096,-0.08464830267922527,
37,43164,43,1,2,-1.1849892269141402,-0.009285670612954761,0.6888817015387697,0.8324421350909978,-0.29096788812824703,-0.14136509188157922,-0.5113395491846926,17.7
37,45036,45,1,2,1.6029157333591089,-0.5983876269754412,-0.4681960856570701,-0.5977432965241658,-0.8855467972059545,-0.14136509188157922,-0.4506681459243173,18.5
46,08035,08,1,2,0.1119987706899763,1.8824198284585514,1.4349813903566557,1.7442875097746542,-1.3329087024449362,-0.4771283503154795,-0.23256704121357064,16.9
35,47353,47,1,2,-0.5423216185653564,-0.45712013015223046,0.3609216929633867,-0.476186039696143,-0.4680440687308852,-0.8071837763907889,-1.1035774634785693,17.4
46,07109,07,1,2,-0.30385975119682607,0.20425670166519153,0.48017464701918894,1.7116371476164105,-0.043226060495656,-0.4771283503154795,0.21887673999589094,17.4
12,77449,77,1,2,-0.2950337138729006,-0.15474709475920614,0.724939995365512,0.3744658353897885,0.4535432189615879,2.1762978578422096,1.5195746397353225,
26,30315,30,1,2,1.6492543494034018,0.004899476029244678,-2.4090755169305313,-1.4685164240201967,2.400703369071912,-0.28329507984355945,1.4638865827582082,
22,71433,71,1,3,0.24198561858808113,-1.522496422400374,0.6874948501116454,-0.29550963918896234,1.0974418263567338,-1.0912773137627452,-1.3381786622999252,19.9
26,30643,30,1,2,0.12928812557415004,-0.9364267412321342,-0.07310547978527596,-0.6591442317137473,0.18612460770435402,-0.28329507984355945,1.4638865827582082,
28,28078,28,1,2,-0.6425129231511657,1.1374355873154436,0.6986047908636193,1.2293493965495965,0.37508111116877185,-0.32056694067077024,0.39403154834638787,18.7
12,76305,76,1,2,0.745117481516332,-1.4703752037374807,-0.3966816883003191,-0.911344424293116,0.7932489396681843,2.1762978578422096,-0.08464830267922527,
32,40977,40,1,2,-0.7175434991911368,-1.0239184499952223,1.2296316591173062,-0.486101460986893,1.18235420951773,-1.1104486276321293,-1.0607427059928631,19.5
22,70555,70,1,2,-0.5446856937052856,-0.7072542236070639,-0.11501813089393757,0.47175312797057806,-0.44725609117715137,-1.0912773137627452,-0.6336909926524972,19.5
26,31206,31,1,2,2.0829636576975954,-0.7224065234384401,-1.9426539066427404,-0.9168207239181327,1.5865192336864455,-0.28329507984355945,-1.0499248712849734,22.5
37,43138,43,1,2,-0.16920467955000162,-0.2765401297260406,0.007171062943613987,-0.7007972985585714,0.49242502455898,-0.14136509188157922,-0.5113395491846926,
28,28658,28,1,2,-0.46303902849328865,-0.5486988812941442,0.9292775159148846,-0.1927875341015274,-0.5371885796220879,-0.32056694067077024,0.39403154834638787,19.7
37,45013,45,1,2,-0.8102317597497204,0.5995943855519285,0.22090637977342872,0.775646270040635,-1.0754965734521391,-0.14136509188157922,-0.4506681459243173,18.1
31,37183,37,1,2,-0.5266573033559732,-0.4716895191907155,0.2035467727833037,0.35496688975525925,-0.30958813933120427,-0.7889960260693394,0.06905753222575822,20.0
12,75228,75,1,2,-0.7729379613528813,0.7999959944410734,0.11451063999574451,0.4882650010823709,1.46636641002556,2.1762978578422096,0.7438064486402346,18.6
33,61065,61,1,2,0.43492784172343807,-0.08245902872297628,0.7273913213589503,0.3575805782126536,-0.07908408442827283,-0.009887011950400744,-1.1795249054752697,19.0
12,76028,76,1,2,-0.22252698383114558,0.10528218055689062,0.36897530360618896,0.47266584457474753,-0.7772736564253053,2.1762978578422096,-0.08464830267922527,23.3
38,18049,18,1,2,-1.1552780499495032,0.6693436412795095,0.8767482911280817,0.5119956327907768,-1.0828940989905032,0.01774422457800519,-1.080622954580524,22.0
25,34224,34,1,2,2.1700794971302115,0.049289010235173264,0.36424279344538046,-0.3343830691029068,-0.2738633604218673,1.1603159277530588,-0.29095883880623324,22.5
37,43302,43,1,2,-0.16726968089130956,0.21572588900354667,0.9501521358220038,-0.11226103734275873,-1.1370960337862548,-0.14136509188157922,-0.5113395491846926,23.8
36,49655,49,1,3,0.004518849607595721,-0.554221819193684,0.49440379701427944,-0.1891366676848496,-0.1880969159473462,-0.37106353721446556,-0.6000775799750964,
1,99026,99,1,2,-0.46065815177787056,1.3473367606077473,0.6910845551259088,1.2242464809899218,-1.1720189153832294,-0.6828615566229926,-1.231872540707466,
38,15050,15,1,2,0.1885932878067275,-0.027529377150329572,0.02652656775364024,0.34409726474196844,-0.6622039709422887,0.01774422457800519,-0.9495642982840705,17.9
26,30080,30,1,2,0.7258646092409237,-0.7220812629951747,-0.27050659523445136,-0.6623802269467117,0.5054212235834583,-0.28329507984355945,1.4638865827582082,17.5
12,76244,76,1,2,-0.374935246952951,0.8151623834949946,-0.49959082459266074,0.46341421717793896,-0.4418804825045216,2.1762978578422096,-0.08464830267922527,17.8
12,78539,78,1,2,0.4408997525229728,-0.04125196508223431,-0.25825053629765926,-0.6779793834543351,0.6924411324981208,2.1762978578422096,1.2074376470471546,22.1
28,27712,27,1,2,-0.5225314946628057,-0.39006764667566457,-1.8606232636498548,-0.8012790992539541,0.2431156317331135,-0.32056694067077024,0.02875848898236091,19.7
37,43537,43,1,3,-0.8061457705282492,1.1248174104521866,0.2320990537151378,-0.14814739473396682,-1.7591664564320157,-0.14136509188157922,-0.5113395491846926,20.5
36,48082,48,1,2,-0.5521768112655253,-0.08384633024967733,0.7090999188620688,-0.11848410509845955,-0.62377847246338,-0.37106353721446556,0.7801494521444513,19.8
35,46787,46,1,2,-0.5296171465137606,-0.9885699650668591,0.4461477671032843,0.3345137403981892,-0.6322857858942793,-0.8071837763907889,-0.01775896619375121,19.5
22,70669,70,1,2,0.16172150194380489,-0.1595563684429898,0.0793059962246716,-0.15146636420367393,-0.21900735350014286,-1.0912773137627452,-0.6336909926524972,23.6
35,46619,46,1,2,0.8746211359855031,-1.2792211067855985,-1.2946329536479109,-0.6965656124846948,0.989636650777983,-0.8071837763907889,-0.01775896619375121,21.9
25,33142,33,1,2,1.7717727537010095,-2.137677764704018,-0.9736202287711645,-1.5330703802059997,1.9114032003203374,1.1603159277530588,2.462080044459979,24.8
12,78703,78,1,2,-0.8933572519715957,2.4295433790868244,0.007205470657814901,0.5427790746223101,-0.6201277536394237,2.1762978578422096,1.2074376470471546,
39,10002,10,1,3,0.5989846134916157,-0.5976115579206104,-1.7032919258914683,-0.5761699949710696,-0.9199369044262816,0.9634030226392952,0.10343687708886674,20.0
26,31082,31,1,2,0.2763672313741235,-0.8190129783903497,-1.372512904976246,-0.9381865898793723,1.2542074905359404,-0.28329507984355945,-1.0499248712849734,
22,71245,71,1,2,2.318661764867885,0.140017723643276,-2.0251875201113236,-1.062813893466874,1.0965452135874978,-1.0912773137627452,-1.3381786622999252,20.2
12,78570,78,1,2,2.4314184256247118,-1.2023862759893111,-0.9754175503199983,-0.8152187710267239,0.2606399262532635,2.1762978578422096,1.2074376470471546,17.5
